Attribute,3,2,6,5,1,8,9,10,11,7,4,sf,Category
Total Population,73933.0,69312.0,87282.0,84471.0,78884.0,74845.0,83277.0,77583.0,85396.0,73689.0,77261.0,865933.0,Population
Group Quarter Population,1059.0,619.0,4529.0,1910.0,2765.0,520.0,1125.0,841.0,998.0,4381.0,426.0,19173.0,Population
Percent Female,0.4912961735625499,0.5238919667590027,0.44565889874200865,0.47945448733885004,0.5296511333096698,0.43830583205290935,0.4607394598748754,0.49497957026668216,0.49555014286383436,0.5093976034414905,0.5052355004465383,0.48765897592538915,Population
Housholds,40473.0,34653.0,44572.0,40348.0,32024.0,36235.0,29409.0,25814.0,24208.0,27239.0,26247.0,361222.0,Households
Family Households,0.3434388357670546,0.3858828961417482,0.3366911962667145,0.3438584316446912,0.5006869847614289,0.40444321788326204,0.5405828147845898,0.62121329511118,0.7050148711169861,0.6186717574066596,0.6770297557816132,0.471912009788994,Households
Non-Family Households,0.6565611642329454,0.6141171038582518,0.6633088037332855,0.6561415683553088,0.4993130152385711,0.595556782116738,0.45941718521541025,0.37878670488882005,0.29498512888301387,0.3813282425933404,0.3229702442183869,0.5280879902110059,Households
"Single Person Households, % of Total",0.5039408988708521,0.4369895824315355,0.5138652068563223,0.42586993159512243,0.3346864851361479,0.3886021802125017,0.26226665306538816,0.25691485240567136,0.1849801718440185,0.27218326663974446,0.2088619651769726,0.3658248943862777,Households
"Households with Children, % of Total",0.08828107627307094,0.15372406429457766,0.11996320559992821,0.12877961732923565,0.2207094678990757,0.14999310059334897,0.24852936176000545,0.29669946540636866,0.2975049570389954,0.2396196629832226,0.2549243723092163,0.18640614359036825,Households
"Households with 60 years and older, % of Total",0.37044449386010425,0.2678844544483883,0.24228215022884322,0.2946862298007336,0.3919872595553335,0.28149579136194286,0.32653269407324287,0.4005190981637871,0.5187128222075347,0.46686735930100226,0.48698898921781536,0.35356650480867724,Households
Average Household Size,1.8005583969559953,1.9823103338816264,1.856614017769003,2.0462228611083573,2.376936047964027,2.0511935973506277,2.7934305824747527,2.972882931742465,3.486368142762723,2.544439957414002,2.927382177010706,2.344154010553067,Households
Average Family Household Size,2.719712230215827,2.796515106192043,2.8901845805290862,2.9185526884820527,3.127416739428714,2.8384851586489255,3.646999622594037,3.844537291095036,4.168746704165934,3.1100759553762165,3.4855374226223974,3.261285307834453,Households
Asian,0.42295050924485683,0.1455736380424746,0.38301138837331866,0.2043659954303844,0.3858323614421175,0.14687687888302492,0.25071748501987345,0.4026655323975613,0.5318281886739425,0.3464017695992618,0.5324419823714422,0.34376793585646925,Race/Ethnicity
Black/African American,0.03220483410655593,0.018178670360110803,0.06839898260809789,0.08827881758236554,0.020663252370569443,0.03288128799519006,0.03624049857703808,0.17007591869352823,0.04480303527097288,0.039273161530214824,0.01349969583619161,0.052122970252894855,Race/Ethnicity
White,0.4421300366548091,0.7182017543859649,0.3768474599573795,0.5690236886031893,0.4647076720247452,0.6583739728772797,0.41299518474488756,0.219390845932743,0.18654269520820646,0.46035364844142274,0.32913112695926794,0.43427840260158695,Race/Ethnicity
Native American Indian,0.004774593212773727,0.002178554939981533,0.009028207419628332,0.003942181340341655,0.0020916789209472135,0.010635312980158995,0.010615175858880603,0.0016369565497596124,0.0036184364607241555,0.0027683914831250255,0.0013202003598193138,0.00486411766268291,Race/Ethnicity
Native Hawaiian/Pacific Islander,0.002285853407815184,0.0018900046168051708,0.006404527852249032,0.0006392726497851333,0.0009000557781045586,0.0020843075689758834,0.0012608523361792572,0.012154724617506413,0.0035130451074991804,0.001099214265358466,0.007015182304137922,0.0035926567066967073,Race/Ethnicity
Other/Two or More Races,0.09565417337318924,0.11397737765466297,0.15630943378932655,0.133750044393934,0.12580497946351604,0.14914823969537044,0.28817080346314106,0.19407602180890143,0.22969459927865474,0.15010381468061718,0.11659181216914097,0.1613739169196693,Race/Ethnicity
% Latino (of Any Race),0.08490119432459119,0.09412511542012927,0.16157970715611467,0.10761089604716412,0.08440241367070635,0.1284521344111163,0.3361192165904151,0.19972158849232435,0.2649538620075882,0.11748022092849679,0.08032513169645747,0.1538698721494619,Race/Ethnicity
0-4 Years,0.02682158170235213,0.0530932594644506,0.042414243486629546,0.045850055048478174,0.05283707722732113,0.03839935867459416,0.05227133542274578,0.053761777709034196,0.036172654456883224,0.0374818493940751,0.04612935374898073,0.0441362091524402,Age
5-17 Years,0.0472319532549741,0.08200600184672206,0.06166219839142091,0.06021001290383682,0.09440444196541757,0.0849622553276772,0.10457869519795382,0.13508113890929713,0.1244086374069043,0.1130426522276052,0.10848940603926949,0.09235702993187694,Age
18-34 Years,0.33730539813074,0.35949042012927057,0.3662610847597443,0.37135821761314536,0.29760154150398055,0.2664707061259937,0.26597980234638613,0.2524779913125298,0.22868752634783832,0.26503277286976346,0.22033108554121744,0.2938241180322265,Age
35-59 Years,0.3231033503307048,0.3200455909510619,0.36974404802823035,0.33551159569556416,0.3247553369504589,0.4294608858307168,0.39488694357385595,0.3507082737197582,0.35671460021546675,0.3122718451872057,0.36111362783292994,0.3532744450205732,Age
60 and older,0.26553771658122893,0.18536472760849493,0.15991842533397493,0.1870701187389755,0.23040160235282187,0.1807067940410181,0.1822832234590583,0.20797081834938067,0.2540165815729074,0.27217088032135056,0.26393652683760244,0.21640819786288315,Age
High School or Less,0.28408012151129675,0.05324898552265518,0.24995766777671163,0.14753208151133212,0.14840630822464732,0.08335326286251814,0.3058363271022347,0.384587441619097,0.4002664204296029,0.1420213250706279,0.26057982850142913,0.22593033939117727,Educational Attainment
Some College/Associate Degree,0.1483450414530726,0.0958304538124856,0.17948862674267652,0.15117608391208665,0.1859362523289859,0.1375775258685289,0.1873896364854168,0.23037536758346308,0.2566113137857435,0.18512713022874328,0.20632094732543896,0.1789020986430449,Educational Attainment
College Degree,0.33801658122903616,0.4953484663228962,0.31204492859965005,0.4112006630655349,0.4081381421346819,0.4095119656893226,0.3054557632588443,0.2449057256530012,0.24368386794023705,0.3741365169051308,0.36782360146998777,0.35385481785102085,Educational Attainment
Graduate/Professional Degree,0.22955825580659453,0.355572094341963,0.2585087768809618,0.29009117151104635,0.2575192973116849,0.36955724557963043,0.20131827315350423,0.14013146514443867,0.09943839784441652,0.298715027795498,0.16527562270314414,0.24131274411475698,Educational Attainment
Foreign Born,0.40268892105014,0.18862534626038782,0.42273320959648036,0.24334978868487409,0.30547386035190915,0.22224597501503107,0.34362429002005357,0.3900983462872021,0.4984308398519837,0.29876915143372823,0.4000336521660346,0.34113262804397104,Nativity
English Only,0.5493398193189715,0.8033276450511946,0.5085187843981814,0.7173378992034541,0.6058273997537341,0.7648080476858735,0.5228954437180072,0.4708222089031766,0.32472329206507344,0.6203138438112425,0.4765594257568151,0.5733308848225354,Language Spoken at Home
Spanish Only,0.04590687977762335,0.05058508044856168,0.12428810720268006,0.06244571825603613,0.043190213608865574,0.08982784732739575,0.2609345699660433,0.15095624693510598,0.21729622024858153,0.06740733430146488,0.04928287447250227,0.1083828472153425,Language Spoken at Home
Asian/Pacific Islander,0.32860319666435023,0.06885360799609946,0.26136635558746113,0.12839028263728627,0.2631698699073826,0.06627669477984188,0.17658760326389944,0.33873208739715577,0.4334382251813333,0.2200713409561944,0.41513223061997095,0.24823791792817326,Language Spoken at Home
Other European Languages,0.06571230020847811,0.07356167723061921,0.08267528116774348,0.07405890965036353,0.07553937576958081,0.0669992080143391,0.03564188333079925,0.03612488421511469,0.01793286111752342,0.08321231688919593,0.04849586821715945,0.05958338266599333,Language Spoken at Home
Other Languages,0.01043780403057679,0.0036719892735251097,0.023151471643933955,0.017767190252859874,0.012273140960436853,0.012088202192549777,0.003940499721250824,0.003364572549446957,0.006609401387488306,0.008995164041902237,0.010529600933552248,0.010464967367955599,Language Spoken at Home
% of All Households,0.18872828353022933,0.017369575816674792,0.1386456089973678,0.0612049926797191,0.08929814229883827,0.01913270622889775,0.08952916730018752,0.12183294284313191,0.13115530878297108,0.05649470582429822,0.10016689960242615,0.09361083659331605,Linguistic Isolation
% of Spanish-Speaking Households,0.00778318276580959,0.0004113846903949293,0.03464943766451304,0.00862304275540336,0.002208362332030623,0.008044906976421058,0.0498454209112564,0.022639350514902196,0.027069386564933722,0.008078728833871446,0.0018589630514132189,0.016256823008913707,Linguistic Isolation
% of Asian-Speaking Households,0.16900625434329394,0.010467454900048757,0.08785594639865997,0.04134097620288345,0.06402912361475453,0.007655861388614859,0.03783386549085196,0.0950798234621043,0.10206908282406113,0.04054873320456244,0.09136057098660733,0.06866260568263917,Linguistic Isolation
% of Other European-Speaking Households,0.009631688672689367,0.006140297415894685,0.010014357501794687,0.010397280329536712,0.017747202741046096,0.003251309555237526,0.0009122700319294511,0.0017844494088159973,0.0007046788244013268,0.007232788641843022,0.0037586333229303773,0.006502245944855349,Linguistic Isolation
% of Households Speaking Other Languages,0.001792911744266852,0.0,0.005348169418521178,0.00017370158068438424,0.0045505648053964344,0.00018062830862430702,0.0,0.00047676129243175505,0.00017009488864859612,0.00039477208961326434,0.0008684206955507009,0.001309631104463619,Linguistic Isolation
