Attribute,3,2,6,5,1,8,9,10,11,7,4,sf,Category
Total Population,75920.0,69024.0,84828.0,85934.0,80411.0,74886.0,85426.0,77889.0,87847.0,74848.0,77771.0,874784.0,Population
Group Quarter Population,1044.0,718.0,4879.0,1962.0,3040.0,547.0,1077.0,878.0,1035.0,4569.0,420.0,20169.0,Population
Percent Female,0.4982613277133825,0.5176750115901715,0.44299052199745365,0.4858612423487793,0.53340960813819,0.43624976631146006,0.4577880270643598,0.49823466728292826,0.5017132059148292,0.5131065626336041,0.5103959059289452,0.4898786443281999,Population
Housholds,41483.0,34804.0,43565.0,40834.0,31887.0,35954.0,29747.0,25523.0,24540.0,27398.0,26406.0,362141.0,Households
Family Households,0.33944025263360894,0.3745546488909321,0.33951566624583956,0.34194543762550816,0.5167309561890425,0.4003170718139845,0.5314149325982452,0.6436547427810211,0.7031784841075794,0.6226731878239288,0.6578807846701508,0.47126671655515395,Households
Non-Family Households,0.660559747366391,0.625445351109068,0.6604843337541605,0.6580545623744919,0.4832690438109574,0.5996829281860154,0.4685850674017548,0.356345257218979,0.29682151589242056,0.3773268121760712,0.3421192153298493,0.528733283444846,Households
"Single Person Households, % of Total",0.5020128727430514,0.45172968624296056,0.5166762309193159,0.41009942694813145,0.31580267820742,0.3885242253991211,0.2572024069654083,0.2395094620538338,0.18842705786471067,0.2669902912621359,0.21870029538741195,0.3626184276290174,Households
"Households with Children, % of Total",0.08873514451703107,0.1505861395241926,0.11548261218868358,0.12166331978253417,0.22150092514190736,0.15044223174055738,0.24331865398191413,0.31391294126865965,0.2893235533822331,0.23939703628002043,0.24880708929788684,0.1846573572172165,Households
"Households with 60 years and older, % of Total",0.36634283923534944,0.272152626134927,0.23865488350740274,0.2915952392613998,0.4029228212124063,0.2880903376536686,0.3153931488889636,0.39254789797437606,0.5303585982070089,0.4667493977662603,0.4748920699840945,0.35324086474605193,Households
Average Household Size,1.8049803533977773,1.9625905068382945,1.8351658441409389,2.0564235685947985,2.426412017436573,2.0676141736663514,2.8355464416579825,3.017317713434941,3.5375713121434393,2.5651142419154684,2.9292963720366583,2.3598957312207123,Households
Average Family Household Size,2.7232440877778568,2.821877876649279,2.8164424312081673,2.8695839003079566,3.1337622139952663,2.8486069617175014,3.7120445344129553,3.806854151448746,4.264603616133519,3.1127198124267292,3.533732443011743,3.2742097090791904,Households
Asian,0.42029768177028454,0.1452972878998609,0.38377658320365915,0.21321013801289362,0.39204835159368745,0.13779611676414819,0.2472432280570318,0.3951520753893361,0.5379125069723496,0.3492544890979051,0.5192938241761068,0.34332932472473204,Race/Ethnicity
